151,CDFH3301062016000004,영업/정상,,서울특별시 중구 을지로2가 205번지 ,04542,(주)스포짐앤밀론
152,CDFH3301061998000002,영업/정상,,서울특별시 중구 남창동 1-2번지 ,,새로나휘트니스
153,CDFH3301061998000003,영업/정상,,서울특별시 중구 무교동 19-0번지 ,,토로짐
154,CDFH3301061998000004,영업/정상,,서울특별시 중구 회현동1가 181-6번지 ,,한신헬스클럽
155,CDFH3301062003000001,영업/정상,777-4280,"서울특별시 중구 태평로2가 366-1번지 팰리스빌딩 3,4층 ",,디자인휘트니스
156,CDFH3301062003000002,영업/정상,776-9893,서울특별시 중구 명동2가 2-7번지 ,,명동사우나헬스
157,CDFH3301062003000003,영업/정상,2128-6800,서울특별시 중구 회현동1가 204번지 메사빌딩 13층 ,,Aja sporex
158,CDFH3301062004000001,영업/정상,2002-5453,서울특별시 중구 회현동1가 203번지 ,,우리헬스
159,CDFH3301062013000005,영업/정상,,서울특별시 중구 신당동 361-24번지 ,04598,엠비휘트니스
160,CDFH3301062013000006,영업/정상,02-2266-8247,서울특별시 중구 수표동 27-2번지 ,04543,시립서울청소년센터
161,CDFH3301062014000001,영업/정상,,서울특별시 중구 신당동 340-80번지 ,04590,Medi & Fit (메디 앤 핏)
162,CDFH3301062014000002,영업/정상,2236-2232,서울특별시 중구 봉래동1가 10번지 ,04512,(주)파크짐
163,CDFH3301062014000003,영업/정상,,서울특별시 중구 쌍림동 25-6번지 ,04560,스카이 P.P
164,CDFH3301062015000001,영업/정상,2233-3959,서울특별시 중구 황학동 ,04571,Re Studio
165,CDFH3301062004000002,영업/정상,778-8307,서울특별시 중구 명동2가 31-1번지 ,,휴레스트웰빙클럽
166,CDFH3301062004000003,영업/정상,777-9112-3,서울특별시 중구 남산동2가 6-1번지 ,,맨하탄휘트니스
167,CDFH3301062004000007,영업/정상,2232-1557,"서울특별시 중구 신당동 152-1번지 4층,5층 ",,헬스GXPT스피닝
168,CDFH3301062008000002,영업/정상,3454-0611,서울특별시 중구 명동2가 31-1번지 ,,(주)이아스피스 명동센터
169,CDFH3301062008000003,영업/정상,2119-8700,서울특별시 중구 순화동 151번지 b201호,,마이트리스파
170,CDFH3301062007000007,영업/정상,2285-1250,서울특별시 중구 충무로3가 43번지 ,,PGA스포렉스
171,CDFH3301062009000001,영업/정상,02-6328-0201,서울특별시 중구 태평로2가 70-5번지 해남빌딩 2층 ,,스포짐
172,CDFH3301062010000001,영업/정상,02-6388-3967,서울특별시 중구 을지로6가 산 18-35번지 8층 ,,바디스타 짐
173,CDFH3301062010000002,영업/정상,2250-8000,서울특별시 중구 장충동2가 산 5-5번지 ,,Banyan Tree Club&SPA Seoul Fitness club
174,CDFH3301061994000001,영업/정상,,서울특별시 중구 남대문로4가 3-5번지 ,,88헬스클럽
175,CDFH3301062010000003,영업/정상,,서울특별시 중구 충무로4가 산 306번지 남산센트럴상가 지하1층B07호 ,,엘리트짐
176,CDFH3301062010000004,영업/정상,,서울특별시 중구 순화동 산 1-170번지 ACE타워 지하1층 ,,웰리스휘트니스
177,CDFH3301062011000002,영업/정상,,서울특별시 중구 을지로3가 산 315-4번지 을지빌딩4층 ,,을지 휘트니스
178,CDFH3301062013000004,영업/정상,,서울특별시 중구 신당동 295-27번지 ,04608,파크짐
179,CDFH3301061998000001,영업/정상,,서울특별시 중구 필동2가 98-1번지 ,,위더스헬스클럽
180,CDFH3301062019000012,영업/정상,02-2231-1118,서울특별시 중구 신당동 855번지 신당 파인힐 하나유보라 ,04580,잇즈(ITZ)핏
181,CDFH3301062019000009,영업/정상,,서울특별시 중구 흥인동 91번지 흥화브라운 오피스텔 ,04570,세심한 PT studio
182,CDFH3301062019000011,영업/정상,,서울특별시 중구 황학동 1596번지 ,04574,비치바디
183,CDFH3301062012000001,폐업,,서울특별시 중구 소공동 1번지 롯데호텔 ,100721,호텔롯데 헬스센터
184,CDFH3301062012000003,폐업,,서울특별시 중구 을지로2가 ,100845,리복 크로스핏 센티널 다운타운
185,CDFH3301062013000001,폐업,,서울특별시 중구 신당동 842번지 ,,JM 휘트니스
186,CDFH3301062013000002,폐업,,서울특별시 중구 신당동 247-8번지 ,100451,에이스 휘트니스
187,CDFH3301062002000003,폐업,2238-2114,서울특별시 중구 신당동 842번지 약수하이츠상가  4층 ,,아센휘트니스센타
188,CDFH3301062004000005,폐업,,서울특별시 중구 을지로6가 18-185번지 ,,밀리오레휘트니스
189,CDFH3301062004000006,폐업,2277-9979,서울특별시 중구 오장동 127-1번지 센트마 5층 ,,"중부골프,헬스클럽"
190,CDFH3301062005000001,폐업,736-9010,서울특별시 중구 충정로1가 62-15번지 2층 ,,대원교정운동
191,CDFH3301062008000001,폐업,2272-7999,서울특별시 중구 충무로3가 60-1번지 극동빌딩 지하1층 ,,바디스타휘트니스
192,CDFH3301062009000002,폐업,,서울특별시 중구 중림동 398-1번지 3층 ,,2002헬스타운
193,CDFH3301061994000002,폐업,,서울특별시 중구 신당동 407번지 ,,우노헬스
194,CDFH3301062006000001,폐업,02)393-6008,서울특별시 중구 중림동 355번지 브라운스톤서울 302호 ,,스포존 휘트니스
195,CDFH3301062011000001,폐업,3789-0666,서울특별시 중구 남창동 1-1번지 새로나쇼핑몰 지하1층 ,,Secret 휘트니스클럽
196,CDFH3301061994000003,폐업,,서울특별시 중구 신당동 250-32번지 ,,(재)중앙체육원
197,CDFH3301061996000002,폐업,,서울특별시 중구 황학동 2357번지 ,,중앙헬스
198,CDFH3301062001000005,폐업,,서울특별시 중구 주교동 43-10번지 ,,방산헬스클럽
199,CDFH3301062006000003,폐업,,서울특별시 중구 을지로2가 185-10번지 동양생명사옥빌딩 지하1층 ,,미체골프&휘트니스클럽
200,CDFH3301062007000006,폐업,02-316-9980,서울특별시 중구 남대문로5가 631번지 ,,STX 피트니스클럽
201,CDFH3301062001000006,폐업,,서울특별시 중구 태평로1가 84번지 ,,비더블유 실내골프
202,CDFH3301062001000007,폐업,,서울특별시 중구 태평로1가 84번지 ,,비더블유 휘트니스센터
203,CDFH3301062002000002,폐업,2266-5193,서울특별시 중구 을지로6가 17-2번지 프레야타운 12층 ,,동대문스포렉스
204,CDFH3301061997000003,폐업,,서울특별시 중구 남대문로5가 171번지 ,,테크노헬스
205,CDFH3301061989000001,폐업,,서울특별시 중구 중림동 116번지 ,,중앙헬스
206,CDFH3301061989000002,폐업,,서울특별시 중구 충무로2가 61-3번지 ,,세종체력단련장
207,CDFH3301061989000004,폐업,,서울특별시 중구 황학동 2487번지 ,,문화
208,CDFH3301061989000005,폐업,,서울특별시 중구 명동1가 54-7번지 ,,명동88헬스크럽
209,CDFH3301061989000009,폐업,,서울특별시 중구 주교동 7번지 ,,골든
210,CDFH3301061990000002,폐업,,서울특별시 중구 인현동1가 103-1번지 ,,명보헬스
211,CDFH3301061993000001,폐업,,서울특별시 중구 충무로2가 11-1번지 ,,썬샤인 헬스크럽
212,CDFH3301061993000002,폐업,,서울특별시 중구 신당동 340-73번지 ,,약수헬스클럽
213,CDFH3301062017000001,폐업,02-2252-8861,서울특별시 중구 신당동 140-23번지 ,04578,크로스핏 리턴
214,CDFH3301061998000006,폐업,,서울특별시 중구 충무로2가 65-7번지 ,,월드여성전용헬스
215,CDFH3301061999000001,폐업,,서울특별시 중구 순화동 2-6번지 ,,중앙일보교육사업단(중앙문화센터)
216,CDFH3301062018000003,폐업,,서울특별시 중구 중림동 128-15번지 ,04507,좋은습관 PT Studio
217,CDFH3301061999000006,폐업,,서울특별시 중구 신당동 369-7번지 ,,파워헬스
218,CDFH3301061995000003,영업/정상,,서울특별시 중구 신당동 52-46번지 ,,현대헬스
219,CDFH3301061996000001,영업/정상,,서울특별시 중구 장충동1가 31-5번지 ,,골드짐
220,CDFH3301061996000003,영업/정상,,서울특별시 중구 태평로1가 61-1번지 코리아나호텔 4층 ,100101,코리아나
221,CDFH3301062000000002,영업/정상,,서울특별시 중구 황학동 73-1번지 ,,라이프 헬스 클럽
222,CDFH3301062000000003,영업/정상,,서울특별시 중구 서소문동 58-9번지 ,,중앙신협휘트니스클럽
223,CDFH3301062000000005,영업/정상,,서울특별시 중구 장교동 1-0번지 장교빌딩1층 ,,장교 휘트니스 센터
224,CDFH3301062000000006,영업/정상,,서울특별시 중구 신당동 844-0번지 스포츠센타내204-1 ,,타라휘트니스클럽
225,CDFH3301062001000002,영업/정상,,서울특별시 중구 을지로3가 315-4번지 ,,골드스포츠
226,CDFH3301062001000003,영업/정상,,서울특별시 중구 남대문로5가 36-1번지 ,,남문헬스클럽
227,CDFH3301062001000004,영업/정상,,서울특별시 중구 주교동 135-5번지 ,,동남헬스클럽
228,CDFH3301062005000003,영업/정상,6399-0200,서울특별시 중구 의주로1가 25-10번지 ,,바비엥 휘트니스클럽
229,CDFH3301062005000004,영업/정상,2264-2346,서울특별시 중구 을지로3가 315-4번지 을지빌딩 4층 ,,팜 휘트니스
230,CDFH3301062006000002,영업/정상,02-2128-6800,서울특별시 중구 회현동1가 204번지 메사빌딩 13층 1302호,,메사 휘트니스 케어&골프
231,CDFH3301062006000004,영업/정상,2220-8020,서울특별시 중구 의주로1가 202번지 지하1층 ,,FRASER PLACE
232,CDFH3301062007000001,영업/정상,2269-3913,서울특별시 중구 장충동2가 26-1번지 지하1층 ,,장충헬스클럽
233,CDFH3301062007000002,영업/정상,2268-3086,서울특별시 중구 을지로5가 39-1번지 삼성파크빌 지하2층 ,,올포원 휘트니스
234,CDFH3301062007000003,영업/정상,774-8733,서울특별시 중구 서소문동 47-2번지 102호,,고투GO TO 시청
235,CDFH3301062007000004,영업/정상,392-6957,서울특별시 중구 만리동2가 6-1번지 ,,손기정문화체육센터
